id rent,area,service fee
11575672,Two Bridges,147
6116739,Greenwich Village,220
1452013,Long Island City,225
51467749,St. George,205
44492752,Bushwick,122
11105665,Bushwick,218
3137080,Bedford-Stuyvesant,69
53141770,Bushwick,33
1991058,Washington Heights,59
8541336,Woodhaven,84
7504669,Bushwick,177
47336545,Harlem,68
50670227,Midtown,167
19500072,Clinton Hill,213
17500746,Astoria,22
15081672,Greenpoint,78
7007046,Bedford-Stuyvesant,138
3282335,East Harlem,203
53557099,St. George,142
23073453,Williamsburg,231
23097202,St. Albans,90
45977887,Rockaway Beach,102
20941575,Wakefield,45
17121868,Clinton Hill,99
19902147,Chelsea,45
27426682,Bushwick,40
5517493,Bedford-Stuyvesant,238
15553889,Harlem,117
4841478,Greenpoint,37
49418716,East Village,45
53374840,Glendale,33
19432139,Flatbush,196
48039070,Jackson Heights,120
54102772,Upper East Side,51
15284919,Rosebank,144
24340982,Theater District,83
24382957,Hell's Kitchen,122
5804137,Bedford-Stuyvesant,174
1661887,Flatbush,66
3650167,Allerton,123
4721629,Red Hook,72
6840804,Williamsburg,43
47625397,East Harlem,160
4570851,Lower East Side,214
11495036,St. Albans,113
22558157,Williamsburg,49
1901033,East Village,150
1353703,Clinton Hill,12
53456581,Upper West Side,182
49281193,Harlem,41
23811878,Harlem,120
19260926,Clinton Hill,122
56413595,Sunset Park,131
1976698,Upper East Side,116
52765101,Grymes Hill,82
1971727,Greenwich Village,32
1480180,Clifton,235
49397176,St. Albans,42
13306580,Rego Park,30
3221582,Borough Park,26
23178943,Upper West Side,235
55191355,Harlem,21
1656916,Lower East Side,12
48644943,Dyker Heights,167
52936867,East Village,215
1247662,Williamsburg,149
13604822,Clinton Hill,91
4843135,Greenwich Village,15
20829458,Hell's Kitchen,238
3365732,Upper West Side,195
8275127,South Slope,119
22957470,Midtown,93
24772328,Inwood,193
6540905,Harlem,39
15764867,Harlem,68
14668000,City Island,138
12956422,Far Rockaway,72
8507093,Upper West Side,179
10405900,Harlem,128
8939544,Lower East Side,75
56943251,Gramercy,206
5563334,Bedford-Stuyvesant,237
52747980,Jackson Heights,136
7041289,Chinatown,233
47968928,Cypress Hills,151
2102070,Morningside Heights,116
47181348,Ridgewood,166
48029129,Williamsburg,151
18199958,Bedford-Stuyvesant,213
26177932,Crown Heights,151
5328607,Boerum Hill,234
15533454,Theater District,122
10314219,Williamsburg,165
3518167,Williamsburg,138
18918500,Greenpoint,33
21068052,St. Albans,17
7009255,Boerum Hill,60
15317504,Bushwick,174
12023035,Bedford-Stuyvesant,216
19703319,Long Island City,211
3898702,Inwood,83
7418510,Fort Greene,89
2377115,Bedford-Stuyvesant,68
15383228,Harlem,102
53875224,Hell's Kitchen,105
49237561,Flatlands,225
3273498,Williamsburg,146
45587410,Upper West Side,143
12329561,Bushwick,75
43274378,Kingsbridge,66
3823589,Bedford-Stuyvesant,10
3567874,Williamsburg,42
53011979,Bedford-Stuyvesant,113
7900115,Upper West Side,56
26528642,Upper East Side,172
12532255,Harlem,118
6494512,Upper West Side,160
4182584,Upper East Side,228
23882573,Financial District,235
23563343,Midwood,138
25551071,East Flatbush,164
16588899,Williamsburg,135
12718933,Clinton Hill,111
14775146,Long Island City,98
1365854,Chinatown,108
5107134,Washington Heights,23
51197674,Hell's Kitchen,170
46025384,Crown Heights,166
9311794,Williamsburg,238
21244236,Bushwick,69
20456656,Chinatown,124
26329262,Greenpoint,224
25093214,West Village,58
25733330,Midtown,156
22122393,Port Morris,210
47373549,Bushwick,45
50241643,Williamsburg,67
27729895,Cypress Hills,174
17140094,East Village,109
17025768,Bedford-Stuyvesant,48
51353422,Brooklyn Heights,203
24107359,Little Italy,198
54846168,East Village,177
46222003,East Flatbush,116
25882451,Upper East Side,84
4727704,Bushwick,224
21296704,Bushwick,44
44489990,Fresh Meadows,89
7694660,South Slope,30
5185009,Harlem,181
15918407,Hell's Kitchen,153
17934854,Long Island City,148
14342143,South Ozone Park,103
5089461,East Flatbush,199
2790788,Parkchester,219
14994961,Crown Heights,79
20915065,Crown Heights,50
43022529,Upper West Side,20
3948961,Crown Heights,72
12689661,Bushwick,160
25697983,Bedford-Stuyvesant,21
14475799,Bushwick,30
13394396,Williamsburg,16
3736326,Bedford-Stuyvesant,183
11009564,Murray Hill,121
47736962,East Village,81
23857719,Financial District,105
2748261,Hell's Kitchen,203
45082608,Hell's Kitchen,16
20975818,Astoria,65
24495626,Upper West Side,238
18225916,Bushwick,83
47536477,Williamsburg,205
55930885,Borough Park,209
55730400,Harlem,125
16413268,Park Slope,92
11359170,Upper East Side,34
2990168,Upper East Side,105
5041963,Astoria,238
46703609,Hell's Kitchen,234
11525965,Forest Hills,59
51392636,Bedford-Stuyvesant,68
16684447,Flushing,52
5294916,Williamsburg,228
47146553,Gramercy,164
46819039,Sunnyside,39
2299793,Cobble Hill,195
53685785,Williamsburg,236
48488642,Upper East Side,199
21589975,Bedford-Stuyvesant,55
53980714,Sunset Park,18
15547261,Crown Heights,76
47467440,Gowanus,18
45330039,East Village,214
55592877,Hell's Kitchen,99
47984392,Financial District,44
9706689,Williamsburg,109
23261235,Williamsburg,48
21436436,St. Albans,26
4608407,East Harlem,237
43817841,Williamsburg,227
26777177,Cypress Hills,141
54411508,University Heights,195
10907941,Williamsburg,29
3503807,Harlem,182
49657309,Crown Heights,23
23861033,Financial District,102
52551361,Williamsburg,174
12310231,Bedford-Stuyvesant,38
56492022,Chinatown,124
7154510,Red Hook,92
53244498,Clason Point,72
10932795,East Harlem,55
25078302,Bushwick,185
51589807,Washington Heights,192
9426673,East Harlem,223
6436520,Chinatown,187
54192797,Hell's Kitchen,212
19664105,Edenwald,40
12258315,Elmhurst,147
11460793,Jamaica,139
48936558,Bedford-Stuyvesant,12
47852393,Red Hook,13
51983044,Midtown,80
46869851,Crown Heights,29
48657646,Rosedale,191
47354218,Hell's Kitchen,175
56462750,Jackson Heights,199
51608585,Inwood,180
5451769,Williamsburg,98
23627962,Upper West Side,204
45544331,Hell's Kitchen,120
53863626,Hell's Kitchen,192
11690550,Brooklyn Heights,214
14833690,East Village,201
26922432,Williamsburg,35
52332650,Woodhaven,43
48578115,East Village,138
51739480,West Brighton,38
55013515,Upper West Side,49
46793634,Borough Park,94
24876713,Financial District,220
21454662,Washington Heights,61
2347843,Crown Heights,219
11975537,Williamsburg,198
7900668,Washington Heights,107
5186665,East Village,33
27740388,Upper East Side,223
51976969,Brooklyn Heights,209
20603568,Springfield Gardens,123
26770549,Chelsea,125
12434498,Washington Heights,51
53877433,Astoria,126
47065918,St. George,180
5539033,Bedford-Stuyvesant,203
19899937,Bedford-Stuyvesant,195
11316091,Williamsburg,20
47789431,Upper West Side,101
49824104,East Flatbush,102
9151075,Williamsburg,187
6746361,Hell's Kitchen,74
20783617,Williamsburg,111
23544013,Flushing,89
5361745,Upper East Side,200
12132390,Greenwich Village,111
55880073,Chelsea,86
9817149,Fort Hamilton,75
46176162,Flushing,44
10030889,Hell's Kitchen,40
24806018,Lower East Side,144
7463246,Chinatown,145
52743562,Greenpoint,153
15648884,Bushwick,121
24884997,Hell's Kitchen,225
7311916,Gramercy,153
51586493,Canarsie,207
10109315,Tompkinsville,165
2659893,Bedford-Stuyvesant,212
56077244,East Flatbush,44
4161044,Williamsburg,76
4599571,Midtown,60
49743468,Greenpoint,225
4559253,Williamsburg,118
14992200,Upper East Side,71
48466550,Midtown,231
23872079,Financial District,129
46212062,Upper East Side,136
53334523,Sunnyside,81
43563231,Upper West Side,113
19831452,Harlem,38
4991151,Midwood,26
1562473,Bedford-Stuyvesant,75
11305045,Upper East Side,95
9292464,Harlem,172
20475434,Hell's Kitchen,205
12768640,Hell's Kitchen,11
20711266,Harlem,223
21220487,East New York,184
4932055,Harlem,37
50638746,Maspeth,94
14020704,Bushwick,161
49691552,West Village,143
18454016,Ridgewood,86
2671491,Battery Park City,204
6957892,Bedford-Stuyvesant,197
47244310,East Flatbush,238
54303809,Greenwich Village,98
51210377,Harlem,64
48537797,South Ozone Park,44
7300318,Harlem,31
46991909,Corona,51
25682518,Harlem,10
8673888,Bushwick,28
8862222,Columbia St,89
1811560,West Village,174
21159734,Bushwick,147
12913342,Hell's Kitchen,195
49393310,Flatbush,138
3804259,Bedford-Stuyvesant,39
53474807,Tribeca,61
19079772,Bedford-Stuyvesant,153
49179570,Springfield Gardens,98
21616486,South Ozone Park,42
15260617,Bedford-Stuyvesant,132
4979553,Upper East Side,207
5696991,East Village,22
16889350,Williamsburg,174
2619575,East New York,20
44864450,Long Island City,192
43142378,Midtown,115
46805784,Midtown,170
43090462,Ditmars Steinway,37
3198385,SoHo,51
7693003,Bedford-Stuyvesant,145
50868503,Washington Heights,143
19269763,Bedford-Stuyvesant,82
26132091,Borough Park,35
23548984,Bushwick,76
10171173,Williamsburg,27
7669806,Bedford-Stuyvesant,204
23925100,Tribeca,162
45348817,Harlem,75
55237748,West Village,37
20864806,Morris Park,172
19238282,Kensington,30
19126717,Jamaica,112
11570701,Midtown,115
2070589,Crown Heights,232
51941070,Bushwick,163
20430145,Upper West Side,189
48808424,Harlem,120
11872257,Hell's Kitchen,14
52417705,Bedford-Stuyvesant,169
27513393,Nolita,103
48204208,Flatbush,236
47386804,East New York,189
48035204,Bedford-Stuyvesant,182
18149146,Harlem,118
11921412,Hell's Kitchen,236
21141508,Bushwick,128
26334785,Bedford-Stuyvesant,97
25178269,Nolita,213
50154931,Harlem,158
50696185,Harlem,161
51979178,Hell's Kitchen,234
24537048,Harlem,230
54857214,East Harlem,217
15392065,Marble Hill,57
25869748,East Village,238
23539042,Bushwick,22
51492050,Clinton Hill,238
12982380,Gramercy,78
21875515,Jamaica,70
2569868,Port Richmond,152
48299203,Williamsburg,141
2065066,Bedford-Stuyvesant,23
45302424,Gowanus,93
5813526,Windsor Terrace,61
55653078,Harlem,27
7838258,Williamsburg,168
21208888,SoHo,184
24526002,Bedford-Stuyvesant,43
56853778,Chelsea,205
27318983,Long Island City,103
52174140,Boerum Hill,76
7848199,Bushwick,172
24987725,Bedford-Stuyvesant,188
21364637,Crown Heights,202
16631426,Two Bridges,217
21174094,Mott Haven,84
19037245,Upper West Side,195
53315192,Hell's Kitchen,97
8600432,Red Hook,221
11809847,Williamsburg,185
19975603,Ditmars Steinway,68
20910646,Washington Heights,55
52875561,Elmhurst,71
15804633,Greenpoint,151
2414119,Williamsburg,132
48670349,Brooklyn Heights,70
5245762,Bushwick,30
43039651,Bedford-Stuyvesant,72
19082533,Williamsburg,184
18478317,Randall Manor,96
13822428,Williamsburg,35
18539070,Harlem,198
5290498,Clinton Hill,105
22688500,Hell's Kitchen,30
45675778,Midtown,212
44538593,Astoria,168
11453061,Nolita,205
6403382,Chelsea,164
54710854,Bedford-Stuyvesant,231
12387553,Financial District,232
57193995,Lower East Side,140
6088019,Upper East Side,42
14877874,East Village,20
14323364,Long Island City,76
47529297,Inwood,83
23964313,Bedford-Stuyvesant,178
9983391,Financial District,225
1746941,Ridgewood,209
20744404,Bushwick,214
43674796,Morningside Heights,144
24414990,Kips Bay,63
15407529,Astoria,188
3792660,Flatbush,76
22635479,Bedford-Stuyvesant,122
4916038,Williamsburg,103
6967281,Ditmars Steinway,198
9283627,Astoria,109
46880345,Bedford-Stuyvesant,27
18884810,Harlem,15
54035944,Hell's Kitchen,97
21878828,Greenpoint,14
18731271,Bedford-Stuyvesant,46
2049601,Prospect Heights,160
25086034,East New York,194
54552344,Jackson Heights,80
56580390,Crown Heights,154
10337968,Bedford-Stuyvesant,200
9214037,Astoria,98
48927169,Sunnyside,161
43662645,Concord,109
48437831,Williamsburg,91
11754065,Bushwick,92
4584106,Bushwick,224
54256864,East Flatbush,82
6501139,Harlem,203
54557867,Sunset Park,106
1784497,Windsor Terrace,33
4472542,Fort Greene,194
22624986,Clinton Hill,95
22565337,Upper East Side,227
55487940,Elmhurst,237
43031918,Bedford-Stuyvesant,238
4766917,Long Island City,76
12975200,Astoria,85
18737898,Upper East Side,134
15823963,East Village,138
16450272,Murray Hill,63
11052091,Murray Hill,59
20756002,Cypress Hills,154
55270334,Gramercy,153
51529054,Crown Heights,165
7591380,Upper West Side,188
50956871,Concourse,16
7581991,Elmhurst,151
1563025,Williamsburg,192
9251593,Park Slope,134
44755094,Astoria,80
25725046,Williamsburg,22
52467412,East Village,182
19645879,Bedford-Stuyvesant,24
53908915,Bedford-Stuyvesant,117
25810652,Financial District,118
26119940,West Village,60
46260112,Harlem,172
23392683,Financial District,231
6930277,West Farms,60
22573622,Bedford-Stuyvesant,90
13348555,Harlem,113
6137174,Upper East Side,31
48125781,Upper West Side,135
10295993,Prospect Heights,40
23524682,Greenpoint,35
8845653,Harlem,73
8539126,Kips Bay,122
3570083,Flatbush,212
18906350,East Flatbush,131
9115728,Boerum Hill,208
15482090,Lower East Side,178
45612264,Gramercy,226
5196607,Boerum Hill,157
44550743,East Harlem,222
52516566,Washington Heights,140
42993257,Bushwick,220
53762555,Murray Hill,236
3501046,Flatbush,198
7079398,Bushwick,180
10364478,Sunnyside,161
7107013,Murray Hill,207
17272646,Crown Heights,48
57277392,Bedford-Stuyvesant,216
12368222,Williamsburg,165
2542805,SoHo,177
44598241,Hell's Kitchen,181
24438739,East Village,55
22594057,Concourse Village,165
15736700,Astoria,164
54006119,Williamsburg,76
1703309,Prospect-Lefferts Gardens,129
8392215,Midtown,76
16060900,Bergen Beach,229
3959455,Midtown,95
48878014,Bushwick,131
43554946,Williamsburg,239
51158461,Bushwick,54
51667129,Upper East Side,169
43895163,East Elmhurst,110
24143258,Murray Hill,195
54986452,South Slope,72
23108248,Crown Heights,130
22011933,Jamaica,144
47955673,Longwood,200
3430351,East Harlem,138
2097099,Bensonhurst,216
10255123,Astoria,213
23277252,Midtown,47
50472504,Lower East Side,57
11699387,Mott Haven,169
10191056,Flushing,25
45810540,Flushing,204
56554984,East Elmhurst,233
17226253,Upper West Side,64
23202139,St. Albans,107
47499473,West Village,187
54981481,East Flatbush,153
46582655,Hell's Kitchen,135
17968544,Chelsea,130
17870787,Williamsburg,229
23826238,Financial District,34
52230475,Midtown,20
15797453,Upper West Side,119
5135302,Far Rockaway,160
27191954,East New York,24
6579566,Harlem,234
9106339,Fort Hamilton,213
45432214,Long Island City,175
16486723,Brighton Beach,137
47514385,Williamsburg,57
24233283,Greenpoint,199
44824684,Sheepshead Bay,30
4591286,Upper West Side,135
45283093,Upper East Side,52
3117197,Harlem,82
53620062,Astoria,83
14910459,Bedford-Stuyvesant,134
55641480,Bedford-Stuyvesant,32
46442371,Astoria,136
6883883,Prospect Heights,53
2722303,East Village,110
55536543,Astoria,164
48103137,Parkchester,136
23144148,East Flatbush,164
15399245,Astoria,163
54159659,East Flatbush,238
54168496,Williamsburg,110
11872809,Williamsburg,74
47439825,Flatbush,142
4067706,Washington Heights,163
55180861,Flushing,189
49696522,Sunnyside,99
3181264,Hell's Kitchen,86
2258371,Washington Heights,134
51342929,Rosedale,191
9624396,Upper West Side,34
46873165,Clinton Hill,162
7655999,Astoria,116
27243318,Midtown,138
21966644,Clinton Hill,115
3188444,Astoria,212
15555546,Flushing,106
1848564,Fort Greene,233
56854330,Harlem,234
7531731,Chelsea,205
4557596,Upper East Side,228
24153752,Rosedale,29
13213794,Nolita,11
50366462,Flatbush,198
6987716,Gramercy,67
2559374,Long Island City,236
44496618,Williamsburg,54
23257921,Jamaica,32
2805700,Williamsburg,187
13841759,Sheepshead Bay,207
9094188,Kips Bay,221
8806992,Flatbush,93
9887291,Two Bridges,11
19327202,Crown Heights,14
1475762,East Harlem,45
55498434,Hell's Kitchen,140
14370310,East Harlem,218
1453117,Chinatown,139
50872369,Clinton Hill,79
15645571,Ridgewood,74
42828120,Upper East Side,22
22193639,Elmhurst,42
7644400,Harlem,145
24280781,Williamsburg,128
19508909,East Village,21
22867998,South Slope,140
19510566,Sheepshead Bay,109
4311270,Upper West Side,212
18209899,Battery Park City,170
9342723,Harlem,14
47200679,Corona,78
43809004,Ditmars Steinway,69
20293727,Woodside,143
5869861,Williamsburg,136
17261048,Lower East Side,207
49340289,Bedford-Stuyvesant,71
9344380,Harlem,196
21719766,Upper West Side,28
23494306,Flushing,233
50235015,Nolita,156
50792286,Williamsburg,199
49662280,Throgs Neck,183
22619463,East Elmhurst,155
56223604,Upper West Side,113
55557530,Ozone Park,54
20410815,SoHo,183
48076627,Chelsea,180
13355182,Prospect-Lefferts Gardens,126
14512251,Murray Hill,112
18192226,Prospect Heights,218
55798333,Jamaica,114
22871864,Hell's Kitchen,225
3291724,Williamsburg,46
46658872,Borough Park,204
48818365,West Village,114
52794373,Astoria,68
23292164,Upper East Side,168
55168711,SoHo,183
9881768,Hell's Kitchen,152
10452846,Williamsburg,234
45261001,Downtown Brooklyn,129
54531909,Sunset Park,91
1627092,Sunnyside,69
9344932,Theater District,235
1788364,Tottenville,150
18032611,Financial District,188
47182453,Chelsea,150
47961748,Clinton Hill,124
11586166,Bushwick,226
7423480,East Harlem,204
22682425,Harlem,213
3942886,Bay Ridge,98
15396483,West Village,188
47993229,Washington Heights,76
1798857,Williamsburg,71
10984711,Bushwick,149
19534315,Arverne,146
16420447,Upper East Side,230
17578068,Harlem,43
13077928,Bushwick,166
55672408,Upper East Side,38
5983082,Williamsburg,182
5820706,Carroll Gardens,60
4380860,Bedford-Stuyvesant,163
7419614,SoHo,157
53884613,Jamaica,112
10154052,Financial District,111
48780257,Downtown Brooklyn,182
47512176,Bedford-Stuyvesant,82
2595274,Bushwick,178
46218689,Harlem,44
21340336,Forest Hills,81
54215993,Hell's Kitchen,62
25707372,Chelsea,188
55433815,Bedford-Stuyvesant,172
18982015,Midwood,46
53905601,Jamaica Estates,174
45380298,Gramercy,31
10103792,Harlem,171
48211940,East Elmhurst,145
13503751,Upper East Side,174
44031029,Crown Heights,117
49568941,East Harlem,86
14898309,Midtown,120
56256190,Harlem,100
48817813,Astoria,213
26518148,Cambria Heights,189
24416095,Queens Village,125
51339615,Upper East Side,221
24929734,Upper East Side,222
20875299,East Elmhurst,182
53102004,East Flatbush,230
7345054,Park Slope,200
52013421,Bushwick,187
4856942,Ridgewood,32
47435406,East Harlem,88
44704283,Inwood,237
47500578,East New York,104
19211219,Williamsburg,15
55907688,Flushing,199
49758380,Midtown,10
21327081,Astoria,93
16969434,East New York,36
15817336,Flatbush,228
2150120,Bushwick,142
43947079,Crown Heights,87
44407145,Hell's Kitchen,117
22016903,Bedford-Stuyvesant,74
2796311,East Village,230
2664864,East Village,190
51541757,East Harlem,222
48635002,Bushwick,80
3866668,St. George,155
8303294,Hell's Kitchen,144
10119257,Prospect-Lefferts Gardens,105
21932401,NoHo,42
44817504,Harlem,101
9523325,East Harlem,178
1666858,Prospect Heights,162
24163693,East Harlem,224
46054104,Crown Heights,69
12905058,St. George,205
18027088,Bedford-Stuyvesant,37
53147845,Westchester Square,85
54037048,Bayswater,227
57084640,South Slope,55
53609016,East Village,196
